	sentiment	review
1134	1	You should be aware that the Services may from time to time contain links to third-party sites, products or services. Codigames is not responsible for the privacy practices or the content of such sites or services. If you are concerned about the privacy policy of a certain third party, we recommend that you read the privacy policy of the site or service to which you link before you submit any personal information.
1715	0	The Sites and their contents are not targeted to minors (those under the age of 18) and we do not intend to sell any of our products or services to minors. If a minor has provided us with Personal Data without parental or guardian consent, the parent or guardian should contact DataProtection.AE@aliexpress.com (for AliExpress.com users) or DataProtection@service.alibaba.com (for Alibaba.com users) to remove the information.
3607	0	Your information may be disclosed and transferred/assigned to our affiliates or to our subsidiaries or to the legal personalities which acquired our company through the acquisition of all or a substantial portion of our merger, consolidation or assets.
4297	0	Right to Access and/or Take Your Information: You can ask us for a copy of your Information and can ask for a copy of Information you provided in machine-readable form.
4569	0	We want you to be in control of your information, so we provide you with the following tools.
5008	0	Sharing with Third-Party Partners
2965	1	Our Services may contain links to other websites, products, or services that we do not own or operate.  We are not responsible or liable for the privacy practices of these third parties. Please be aware that this Privacy Policy does not apply to your activities on these third party services or any information you disclose to these third parties. We encourage you to read their privacy policies before providing any information to them.
1540	1	Except as otherwise discussed in this Privacy Policy, this document only addresses the use and disclosure of information we collect from you. Other sites accessible through our site have their own privacy policies and data collection, use and disclosure practices. Please consult each site’s privacy policy. We are not responsible for the policies or practices of third parties.
5284	0	If you reside outside of North America, your relationship is with Adobe Systems Software Ireland Limited (Adobe Ireland), which is the controller with regard to your personal information collected by Adobe, and the laws of Ireland apply.
2516	0	We may pass aggregated information to third parties about how our users use our Service but this will not include information which could be used to identify you.
2143	0	If you would like to exercise your rights to your Personal Information, please contact our support at info@anchorfree.com.
2612	1	Digital Advertising Alliance (Canada) – http://youradchoices.ca/choices
4282	1	Advertisements contained on Our Games operate as links to that advertiser’s websites and as such any information they collect by virtue of Your clicking on that link will be collected and used in accordance with the privacy policy of that advertiser.
481	0	Affiliated Businesses: In certain situations, businesses or third party websites we're affiliated with may sell or provide products or services to you through or in connection with the Services (either alone or jointly with us). You can recognize when an affiliated business is associated with such a transaction or service, and we will share your Personal Data with that affiliated business only to the extent that it is related to such transaction or service. We have no control over the policies and practices of third party websites or businesses as to privacy or anything else, so if you choose to take part in any transaction or service relating to an affiliated website or business, please review all such business' or websites' policies.
373	0	For more information on AdMob Partners, please visit: https://support.google.com/admob/answer/9012903
2783	0	These may include:User feedback, such as as ratings or compliments.
2478	1	Link to privacy policy of third party service providers used by the app
3087	1	We have no control over and assume no responsibility for the content, privacy policies or practices of any third party sites or services.
2179	0	Information we collect
3476	0	The Service will also record game play information such as your high scores or game session duration.
3496	0	Fulfill user requests
4236	0	If you wish to delete your account, you can do so by logging into your account or by emailing us using the contact details provided in Section 11 below. After it is no longer necessary for us to retain your Information, we will dispose of it in a secure manner according to our data retention and deletion policies, except as noted in Section 9 below.
161	1	http://www.flurry.com (http://www.flurry.com/privacy-policy.html)
4991	1	I want to inform users of this Service that these third parties have access to your Personal Information. The reason is to perform the tasks assigned to them on our behalf. However, they are obligated not to disclose or use the information for any other purpose.
415	0	At the time when we no longer need your personal data to provide you with the Services, we will remove them or they will be made anonymous.
3665	1	The Apps may contain links to and from third party Apps of our business partners, advertisers, and social media sites. If you follow a link to any of these apps or websites, please note that these apps or websites have their own privacy policies and that we do not accept any responsibility or liability for their policies. Please check the individual policies before you submit any information to those apps or websites.
4677	1	To achieve this, we use third-party advertising and technology companies to serve ads and/or provide aggregated data to assist in serving ads when you visit or use our Services. This includes third party technology companies which collect data about you in order to build a profile of your preferences based on your activities when you visit or use our Services. We also use these companies to automatically collect data from you when you use our Services in order to help us identify the ads that are served to you and what you do after seeing those ads. In addition, we share data with providers of web analytics tools, such as Google Analytics, which we use to analyze your use of the Services. A list of the third-party advertising and technology companies that we use, and links to their privacy information, is available below.
2140	1	Therefore, you are encouraged to review the privacy policies of all third parties' services. Without limiting anything in the following section, we are not liable in any way for the actions, inactions or policies of any external services. 
859	1	We are proud to offer a free, advertising-supported, version of Tunnellight VPN. On the free version of Tunnellight VPN, you may see some generic ads that our ad partners place in front of certain apps or websites. Keep in mind that we do not target these ads based on your personal information.
1060	1	Third-party links
739	1	This Service may contain links to other sites. If you click on a third-party link, you will be directed to that site. Note that these external sites are not operated by me. Therefore, I strongly advise you to review the Privacy Policy of these websites. I have no control over and assume no responsibility for the content, privacy policies, or practices of any third-party sites or services.
3565	1	Our Service may contain links to and from other websites and services. We are not responsible for the privacy practices or the content of any third party sites. Please check the individual privacy policy of any such websites or services before you submit any personal information to them.
2374	0	You may opt-out of receiving promotional emails from us by following the instructions in those emails to unsubscribe, or by emailing support@crazymaplestudio.com. If you opt-out, we will still send you non-promotional emails, such as emails about your accounts or our ongoing business relations.
4059	0	"The IP address that your browser will pass on to Google Analytics will not be associated with any other data stored by Google. Through your browser settings, you can block cookies; however, this can lead to problems with the use of some functionalities of the website. Through the add-on ""Google Analytics Opt-out"" you can through your current web browser opt-out to the use of Google Analytics from then on: http://tools.google.com/dlpage/gaoptout?hl=en "
2368	1	In addition, we will take reasonable steps to assure that third parties to whom we transfer any data will provide sufficient protection of personal information
2748	1	Google Inc. https://policies.google.com/terms?hl=ru,https://firebase.google.com/terms/analytics/
1527	1	Our App may contain links to third-party websites/services or you may access the App from a third-party site. We are not responsible for the privacy practices or the content of these third-party sites or services linked to or from our App, including the information or content contained within them.
841	0	The privacy settings allow you to control whether or not to share certain information and whether you may be found by certain LIKE function.
2411	1	 Our websites or other platforms may contain links to other websites. We are not responsible for the privacy practices of other websites. We encourage users to be aware of this when they leave our site, and to read the privacy statements of any other websites that collect personal data. This Privacy Policy applies solely to information collected by us.
4196	1	Digital Advertising Alliance (EU) – http://www.youronlinechoices.com/
3557	0	We share information about you with companies that aggregate it to provide analytics and measurement reports to our partners.
5339	0	If you do not accept the changes introduced to the Privacy Policy, regardless of sending an e-mail to us, it will be incumbent upon us to ask you to immediately cease using our Services. We are asking for your understanding and please bear in mind that such resources are needed for the proper functioning of our Services, and that each User is subject to the same rules.
1486	1	For providing customized advertisement, the third-party advertising companies may collect or use your personal information (not including your name, address, email address or telephone number) when you use the Software or the Service. If you would like more information about this practice and to know your choices about not using this function or sharing this information with these companies,please see:http://www.networkadvertising.org/managing/opt_out.asp
1701	0	For the purpose of this Privacy Policy, we are a Data Controller of your Personal Data.
3441	0	Beginning May 25, 2018, the processing of personal data of users in the European Union is subject to the EU General Data Protection Regulation (“GDPR”).
1220	0	By registering or authenticating, Users allow this Application to identify them and give them access to dedicated services.
5125	1	Our Web site includes Social Media Features, such as the Facebook Like button and Widgets, such as the Share this button or interactive mini-programs that run on our site. These Features may collect your IP address, which page you are visiting on our site, and may set a cookie to enable the Feature to function properly. Social Media Features and Widgets are either hosted by a third party or hosted directly on our Site. Your interactions with these Features are governed by the privacy policy of the company providing it.
1580	0	Facebook Analytics (Facebook, Inc.) https://www.facebook.com/about/privacy/
3587	0	Device identifiers. When you use a mobile device (a tablet or a phone) to access our App, we may access, etc or monitor one or more “device identifiers”. Device identifiers are small data files or similar data structures stored on or associated with your mobile device, which uniquely identify your mobile device. Device identifier provides reports or personalized content and ads.
5120	1	Appodeal, Inc. https://www.appodeal.com/privacy-policy/
3653	0	Withdrawing consent or otherwise objecting to direct marketing
3535	1	We may feature advertising within our Service. The advertisers may collect and use information about you, such as your Service session activity, device identifier, MAC address, IMEI, geo-location information and IP address. They may use this information to provide advertisements of interest to you.
2948	1	If you accessed a website, product or service provided by a third party, including through the Service or Company's website, such third party may also collect information about you. Please see the privacy policies of each such third party for more information about how they use the information they collect. This Privacy Policy does not apply to any exchange of information between you and any third party.
323	0	BY DOWNLOADING THE APPLICATIONS AND/OR USING THE SERVICES, YOU CONSENT TO THE TERMS AND CONDITIONS OF THIS PRIVACY POLICY AND TO OUR PROCESSING OF PERSONAL INFORMATION FOR THE PURPOSES STATED BELOW. IF YOU DO NOT AGREE TO THE TERMS AND CONDITIONS OF THIS PRIVACY POLICY, PLEASE DO NOT DOWNLOAD THE APPLICATIONS AND DO NOT USE THE SERVICES. OUR TERMS OF SERVICE ARE INCORPORATED BY REFERENCE INTO THIS PRIVACY POLICY.
5197	1	I may employ third-party companies and individuals due to the following reasons:To facilitate our Service;To provide the Service on our behalf;To perform Service-related services; orTo assist us in analyzing how our Service is used.
4682	1	DAA AppChoices page – http://www.aboutads.info/appchoices
231	1	The Apps may contain links to other websites not operated or controlled by us (“Third Party Sites”), including social media websites and services. The information that you share with Third Party Sites will be governed by the specific privacy policies and terms of service of such Third Party Sites and not by this Privacy Policy. By providing these links we do not imply that we endorse or have reviewed these sites. Please contact those sites directly for information on their privacy practices and policies.
3141	0	California Do Not Track Disclosure: Do Not Track is a privacy preference that users can set in their web browsers. When a user turns on the Do Not Track signal, the browser sends a message to websites requesting them not to track the user. At this time, we do not respond to Web browser “do not track” settings or signals. As described in our Cookie Policy, we deploy cookies and other technologies on our Service to collect information about you and your browsing activity, even if you have turned on the Do Not Track signal.
354	0	We share information globally, both internally within the Facebook Companies, and externally with our partners and with those you connect and share with around the world in accordance with this policy. Your information may, for example, be transferred or transmitted to, or stored and processed in the United States or other countries outside of where you live for the purposes as described in this policy. These data transfers are necessary to provide the services set forth in the Facebook Terms and Instagram Terms and to globally operate and provide our Products to you. We utilize standard contract clauses, rely on the European Commission's adequacy decisions about certain countries, as applicable, and obtain your consent for these data transfers to the United States and other countries.
1570	1	Links to other websites and services
2386	0	Your networks and connections.
169	1	We understand the importance of keeping your information safe and secure. DianDian has taken steps to assure that all information collected will remain secure and in its original form, i.e. free from any alteration. As such, access to all personal information is strictly controlled. We follow generally accepted standards to protect the personal information submitted to us, both during transmission and once it is received.
3563	0	You can be assured that the Personal Information we may collect, including your IP address, username, or mobile ID, is never associated with any online activities you engage in while the Wuma VPN is connected. Additionally, when the Wuma VPN is connected, your IP address is stored in encrypted format for the duration of the session and is deleted after you disconnect from the VPN.
2204	1	The Software may contain links to third-party websites/services or you may access the Software from a third-party site. We are not responsible for the privacy practices or the content of these third-party sites or services linked to or from our Software, including the information or content contained within them.
343	1	AdJust GmBH https://www.adjust.com/terms/privacy-policy/
4020	1	The Software may contain links to third-party websites/services or you may access the Software from a third-party site. We are not responsible for the privacy practices or the content of these third-party sites or services linked to or from our Software, including the information or content contained within them.
563	1	Our Privacy Policy may contain links to other sites that are not operated by us. If you click on a third-party link, you will be directed to that third party's site. We strongly advise you to review the privacy terms of every site you visit. We have no control over and assume no responsibility for the content, privacy terms or practices of any third-party sites or services.
4402	0	If you request, we will supply you with the relevant personal data in CSV format.  Where it is technically feasible, you can ask us to send this information directly to another IT system provider if you prefer.
3501	1	We may provide links to third-party Web sites. The Site may also carry advertisements from other companies. When you click on links of third parties in an Application, the Services or the Site, you may leave the Application, the Services or the Site. We do not collect your information on and through and this Privacy Policy does not address, and we are not responsible for, the privacy practices of Web sites operated by third parties, whether they are linked to or otherwise accessible from an Application, the Services or the Site. The inclusion of a link or accessibility of third party Websites does not imply endorsement of such third party Website by us.
237	0	You can be a subject to a decision based solely on automated processing, including profiling. It means that you can receive some information or offers which are based only on automated processing of your personal information (for example, personalized advertisements). You have the right to refuse to be a subject to a decision based solely on automated processing, including profiling. In this regard, please, contact Us via e-mail, specified in this Privacy Policy.
1293	1	The Service may contain links to other websites. The fact that the Service links to a website or presents a banner ad or other type of advertisement does not mean that LONG TECH NETWORK LIMITED endorses or authorizes that third party, nor is it a representation of our affiliation with that third party. LONG TECH NETWORK LIMITED is in no way responsible for the privacy policies of these other websites to which users choose to access from the Service. Please be sure to read the privacy policies of those websites when exiting the Service.
1024	0	Provision of information from FINDNOW database is protected under the frame of the applicable laws relating to the Freedom of Expression and the scope of constitution. You may refer to the conditions of service hereunder.
4688	1	The following is a list of the third-party monetization partners we currently use in our services and links to their privacy policies:  Facebook, Inc.https://www.facebook.com/policy.php
3898	0	Updating or deleting Information
3962	1	Some parts of our Services are provided by a third-party Service Providers, who may collect and record information about your use of our Services.  Additionally, other companies that place advertisements on our Websites, Games and/or Applications may collect information about you when you view or click on their advertising through the use of cookies. We cannot control the activities of such third parties and cannot guarantee that they will adhere to the privacy and security practices same or similar to ours. You should contact them directly if you have any questions about their use of the information that they collect.
748	1	We have identified the provider names of the third-party analytics and Ad network providers that our apps may use. Please see the links below to learn more about the data practices of our third-party service providers (including opt-out mechanisms they may offer):AdColony: https://www.adcolony.com/privacy-policy/Google AdMob: https://www.google.com/intl/en/policies/privacy/MoPub: https://www.mopub.com/legal/privacy/AppLovin: https://www.applovin.com/privacyFacebook Audience Network: https://www.facebook.com/policy.phpInMobi: https://www.inmobi.com/privacy-policy/UnityAds: https://unity3d.com/legal/privacy-policyVungle: https://vungle.com/privacy/TapJoy: http://info.tapjoy.com/about-tapjoy/privacy-policy/Chartboost: https://answers.chartboost.com/en-us/articles/200780269ConsoliAds: http://web.consoliads.com/privacy-policy/LifeStreet: http://www.lifestreet.com/privacy/Aerserv: https://www.aerserv.com/privacy-policy/
4010	0	As necessary for certain legitimate business interests, which include the following:To customize the learning experience and degree of difficulty to our users’ level and needs.
2020	1	The privacy policies of our service providers may include additional terms and disclosures regarding their data collection and use practices and tracking technologies, and we encourage you to check those privacy policies to learn more about their data collection and use practices, use of cookies and other similar tracking technologies.
43	0	Disclosure and Transfer of Personal Data
1576	1	The Service may contain links to other websites.
2454	0	2. We also get technical information when you use Pinterest
2461	0	Where the use of your information is based on consent, you can withdraw this consent at any time without affecting the lawfulness of processing based on consent before its withdrawal. Requests should be submitted by contacting us through [dpo@ushareit.com].
1761	0	Which services does this Privacy Policy apply to? This Privacy Policy applies to our video games including Top Eleven, Heroic – Magic Duel and Golden Boot our websites (including www.nordeus.com), plus all other Nordeus products and services, including user accounts, customer and technical support, official forums, wikis, blogs and social media services (we will just refer to “Nordeus Services” to cover all these things).
1115	0	• to personalize our ads
4349	1	This Privacy Policy applies only to the processing of your Personal Information by AnchorFree. You may see third-party links or integrations on the Services. Keep in mind that this Privacy Policy does not address, and we are not responsible for, the privacy, information or other practices of any third parties, including any third party operating any site or service to which the Services link. The inclusion of a link on the Services does not imply endorsement of the linked site or service by us or by our affiliates.
2218	1	This Service may contain links to other sites. If you click on a third-party link, you will be directed to that site. Note that these external sites are not operated by us. Therefore, we strongly advise you to review the Privacy Policy of these websites. We have no control over and assume no responsibility for the content, privacy policies, or practices of any third-party sites or services.
3554	1	We bear no liability for the actions of third parties which, as the result of your use of the internet or the Services, obtain access to your information in accordance with the confidentiality level selected by you.
5073	0	This Privacy Policy contains the following sections:1. Information We Collects and Purposes of Collection
4181	0	Your Device/Computer. We collect certain information that your mobile device sends when you use our services, like a device identifier, user settings, and the operating system, as well as information about your use of our services through your device. We also collect certain information that your web browser sends when you visit our website, like the IP address, browser, referring/exit pages and URLs, pages viewed, and other such information about your use of our services.
906	1	We bear no liability for the consequences of use of the information which, due to the Services nature, is available to any internet user.
799	1	Log Data
3789	1	Privacy Policy: https://developer.amazon.com/support/legal/mobileads/terms-and-agreements
3435	1	Our Services can use third party services for analytics purposes, for showing ads, etc. Such third parties may use cookies, APIs, and SDKs in our services to enable them to collect and analyze user information on our behalf. The third parties may have access to information such as your device identifier, MAC address, IMEI, locale (specific location where a given language is spoken), geo-location information, and IP address for the purpose of providing their services under their respective privacy policies. Our privacy policy does not cover the use of tracking tools from third parties. We do not have access or control over these third parties. We do not link the information we store within the analytics software to any personal information you submit within the mobile application. At this moment we use the next services:http://www.tapjoy.com (http://info.tapjoy.com/about-tapjoy/privacy-policy/)
3417	0	Firebase Analytics may share Data with other tools provided by Firebase, such as Crash Reporting, Authentication, Remote Config or Notifications. The User may check this privacy policy to find a detailed explanation about the other tools used by the Owner.
4832	0	In addition to using your information for the purposes described above, we may share your information with parties other than imo or its users (the “Third Parties”). In some cases we may request your permission before we share that information, but we reserve the right to share your information with Third Parties without prior notification or without soliciting additional permission: We discuss below situations where we may share your information without requesting your further permission:We share certain information about you (including information which could be used to personally identify you) with the companies we engage to facilitate our Service, perform Service-related functions, and/or provide the Service on our behalf, such as Internet Service Providers and hosting service providers. We require these companies to maintain your information in confidence, and they are prohibited from using your information in any way other than performing services for or on behalf of imo or to comply with applicable legal requirements.
207	0	We take, and force applicable third parties to take, reasonable precautions to protect your personal information against loss, misuse, unauthorised disclosure, alteration, and destruction. However, please remember that no transmission of data over the Internet or any wireless network can be guaranteed to be 100% secure. As a result, while we strive to protect your information, we cannot guarantee the security of your information and do not assume any responsibility for the unauthorised use of, or access to, your information that is under our control.
4617	0	Information from partners.
2587	1	The Service may contain links to third-party websites. We have no control over the privacy practices or the content of these websites. As such, we are not responsible for the content or the privacy policies of those third-party websites. You should check the applicable third-party privacy policy and terms of use when visiting any other websites.
5159	0	7 Information that is created by you while placing requests to our Services support We use this information in order to verify your identity and to fullfil your support request. We may also use this data in order to investigate any complaints on your behalf and to provide you with a more efficient service. Legitimate interests
4325	0	To gather analysis or valuable information so that we can improve our Service
996	1	The Games may contain links to websites and microsites that are operated by third parties. If you click such links, you can be transferred to the websites and microsites of third parties. We do not control those websites and microsites and as such this Privacy Policy does not apply to those websites and microsites. Please consult the terms and conditions and privacy policies of those third party websites and microsites to find out how they collect and use Your personal data and to establish whether and for what purpose they use cookies.
2736	1	"""Mobirix"" is in no way responsible for the privacy policies of these other websites to which you chose to access from the Service."
5258	0	Information we collect using cookies and similar technologies (Note: You can refer to our Cookies Policy to learn more about opting out of such technologies)
5443	0	We aim to maintain our services in a manner that protects information from accidental or malicious destruction. Because of this, after you delete information from our services, we may not immediately delete residual copies from our active servers and may not remove information from our backup systems.
793	0	We may anonymize, de-identify and/or aggregate the information that we collect and use such anonymized, de-identified and/or aggregated data for commercial, statistical and market research purposes, including sharing it with affiliates and business partners.
1236	1	NUMBER FINDER may provide links to other websites through the mobile applications by NUMBER FINDER or connected to NUMBER FINDER. NUMBER FINDER can publish the advertisements, application forms, announcements, surveys of 3rd parties which had an agreement with. NUMBER FINDER may lead the Users through these forms, announcements, surveys and advertisers to websites / services / to mobile applications of the advertising or negotiated 3rd parties. NUMBER FINDER bears no liability in relation to any kind of privacy practices and policies of the third party web sites and / or mobile applications accessed through this link, and also for any visual, textual or any kind of content that they contain.
5287	0	For more information on the privacy practices of Google, please visit the Google Privacy & Terms web page: https://policies.google.com/privacy?hl=en
1648	0	Fight spam, fraud, and other abuse of services
4852	1	Please read and accept their Privacy Policies before you use our Services
4486	1	In addition, you may get useful information and opt out of some interest-based advertising, by visiting the following links:• Network Advertising Initiative – http://optout.networkadvertising.org/• Digital Advertising Alliance – http://optout.aboutads.info/• Digital Advertising Alliance (Canada) – http://youradchoices.ca/choices• Digital Advertising Alliance (EU) – http://www.youronlinechoices.com/• DAA AppChoices page – http://www.aboutads.info/appchoices
1123	1	http://www.devtodev.com (https://www.devtodev.com/policy)
1868	0	We have carried out balancing tests for all the data processing we have done based on our legitimate interests, which we have described above. You can obtain information on any of our balancing tests by contacting us using the details set out later in this statement.
2651	1	This Privacy Policy applies only to the Services on which this Privacy Policy is made available by Ubisoft and not to websites, networks or platforms maintained by other companies or organizations to which we may provide links. Please note, however, that when you link to foreign sites or any other third party sites from our Services, this Privacy Policy no longer applies. Ubisoft does not control the activities on those third party services and cannot and does not guarantee the security of any personal information disclosed on those third party services.
4063	0	- We use the services of third parties who will have limited access to your Personal Information to be used for specific purposes. These purposes may include credit card processing, prize delivery, marketing assistance, customer service, and data analysis. The third parties we contract with for these purposes will be authorized to use your Personal Information only for the purposes for which the party was engaged. In addition, Non-Personal Information and Usage Data in aggregated, anonymous form may be shared with third parties who assist us with our operations such as administration, analytics, research, optimization, and advertising. 
5304	1	The Services may include links from or to websites or services of third parties. Familiarize yourself with the privacy policies of the above-mentioned third parties.
1347	0	If you are a driver or delivery partner, Uber collects location information when the Uber app is running in the foreground (app open and on-screen) or background (app open but not on screen) of your device.
4274	1	The Internet. Itﾡﾯs made of links. If we post one on Canva, we canﾡﾯt control what happens on the other end. The same goes if you let another site use your data on Canva.
4904	1	Firebase Analytics
1270	0	Data about your device, such as device type and the operating system that you use
189	0	We do not use the Application to knowingly solicit data from or market to children under the age of 13. If a parent or guardian becomes aware that his or her child has provided us with information without their consent, he or she should contact us at walli@shanga.co. We will delete such information from our files within a reasonable time.
5456	0	By visiting or using the Services in any manner, you acknowledge that you accept the practices and policies outlined in this Agreement.
298	0	Units A&B, 15/F, Neich Tower, 128 Gloucester Road, Wanchai, Hong Kong.
460	1	The Services may link to external sites that are beyond our control. This Privacy Policy only covers the way we treat personal information and non-personal information we collect on the Services. By accessing any external sites, you agree to the privacy policies of those sites. Please understand that external sites may have different policies with respect to the collection, use and disclosure of your personal information. We have no control over, and are not responsible for, the privacy practices of such third parties. 
4013	1	This Service may contain links to other sites. If you click on a third-party link, you will be directed to that site. Note that these external sites are not operated by us. Therefore, we strongly advise you to review the Privacy Policy of these websites. We have no control over and assume no responsibility for the content, privacy policies, or practices of any third-party sites or services.
2693	1	Our Service may contain links to and from other websites and services. We are not responsible for the privacy practices or the content of any third party sites. Please check the individual privacy policy of any such websites or services before you submit any personal information to them.
